"","Assignment_Group","TITLE"
"886","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRXSME (ZWCSMEEXPO.0015.02010600.JCL) ENDED IN ERROR JCL"
"887","F161 Sys. Mgm. EDW","Reprices are missing in PB Performance"
"888","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO186 (ZWCLTVMART.0035.02050600.0004) ENDED IN ERROR 0004 tiludv"
"889","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLTVM4 (ZWCLTVDANC.0030.02050600.JCL) ENDED IN ERROR JCL tiludv"
"890","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKKM05 (ZWPKRKREDOVTKT.0010.02051517.0012) ENDED IN ERROR 0012 tiludv"
"891","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLTEJ1 (ZWCFACTLTVEJ.0010.02050600.JCL) ENDED IN ERROR JCL tiludv"
"892","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCINFE1 (ZWCDGINKFACILITY.0045.02030600.S222) ENDED IN ERROR S222 tiludv"
"893","F161 Sys. Mgm. EDW","JOB EWCSDW58 (EWPSAKDW58.0005.02051800.JCL) ENDED IN ERROR JCL tiludv"
"894","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOMB1 (ZWCDGKUNDEZPA.0054.02060600.0014) ENDED IN ERROR 0014 tiludv"
"895","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSIKH2 (ZWCDGSINTZPA.0008.02060600.0012) ENDED IN ERROR 0012"
"896","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVN61 (ZWCDGFAKORZPA.0082.02060600.0013) ENDED IN ERROR 0013"
"897","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKN61 (ZWCULFAK1ZPA.0032.02090600.0002) ENDED IN ERROR 0002 tiludv"
"898","F162 Sys. Mgm. Quality Assurance","JOB QWCQGB02 (EWPSAKGB02.0005.02081800.1020) ENDED IN ERROR 1020 tiludv"
"899","F161 Sys. Mgm. EDW","JOB EWCFWD01 (EWPCPYWD01.0015.02091800.1954) ENDED IN ERROR 1954 tiludv"
"900","F161 Sys. Mgm. EDW","JOB EWCFPD01 (EWPCPYPD01.0010.02091800.1954) ENDED IN ERROR 1954 tiludv"
"901","F161 Sys. Mgm. EDW","JOB EWCFPD07 (EWPCPYPD07.0010.02091800.1954) ENDED IN ERROR 1954 tiludv"
"902","F161 Sys. Mgm. EDW","JOB EWCFPD04 (EWPCPYPD04.0010.02091800.1954) ENDED IN ERROR 1954 tiludv"
"903","F161 Sys. Mgm. EDW","JOB EWCFPD02 (EWPCPYPD02.0010.02091800.1954) ENDED IN ERROR 1954 tiludv"
"904","F161 Sys. Mgm. EDW","JOB EWCFPD11 (EWPCPYPD11.0010.02091800.1954) ENDED IN ERROR 1954 tiludv"
"905","F161 Sys. Mgm. EDW","JOB EWCFKN19 (EWPCPYKN19.0005.02091800.1954) ENDED IN ERROR 1954 tiludv"
"906","F163 Sys. Mgm. EDW Infrastructure","JOB D4CCI1PM (D4PGFSMLCRDEPO.0065.02101800.0012) ENDED IN ERROR 0012 tiludv"
"907","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLTVM4 (ZWCLTVDANC.0030.02100600.JCL) ENDED IN ERROR JCL tiludv"
"908","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLO185 (ZWCLTVMART.0020.02100600.0004) ENDED IN ERROR 0004 tiludv"
"909","F161 Sys. Mgm. EDW","JOB EGD200LO (RHC63300ZPA.0075.02121800.S04E) ENDED IN ERROR S04E tiludv"
"910","F161 Sys. Mgm. EDW","JOB EWCRAC17 (EWPSACAC17.0010.02121800.1613) ENDED IN ERROR 1613 tiludv"
"911","F161 Sys. Mgm. EDW","JOB EWCSFI10 (EWPSAKFI10.0010.02121800.0012) ENDED IN ERROR 0012 tiludv"
"912","F161 Sys. Mgm. EDW","JOB EWCSMY05 (EWPSAKMY05.0010.02141800.OJCV) ENDED IN ERROR OJCV tiludv"
"913","F161 Sys. Mgm. EDW","JOB EWCSVD10 (EWPSAKVD10.0010.12301801.1008) ENDED IN ERROR 1008 tiludv"
"914","F161 Sys. Mgm. EDW","JOB EWCSMY01 (EWPSAKMY01.0010.02061801.0012) ENDED IN ERROR 0012 tiludv"
"915","F161 Sys. Mgm. EDW","JOB EWCSMY01 (EWPSAKMY01.0010.02061801.1008) ENDED IN ERROR 1008 tiludv"
"916","F162 Sys. Mgm. Quality Assurance","JOB SICE1371 (SIPARANGESENDQA1.0020.02151800.1000) ENDED IN ERROR 1000 tiludv"
"917","F162 Sys. Mgm. Quality Assurance","JOB QWCQKD00 (EWPSAKKD00.0010.02161800.1020) ENDED IN ERROR 1020 tiludv"
"918","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPCPM (ZWPDGFTPPMCALC.0005.02161800.0012) ENDED IN ERROR 0012 tiludv"
"919","F161 Sys. Mgm. EDW","JOB EGC24008 (EGPKTOSALDO.0038.02161800.U007) ENDED IN ERROR U007 tiludv"
"920","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDFT15 (ZWCINDEFDEF.0020.02170600.U02E) ENDED IN ERROR U02E tiludv"
"921","F161 Sys. Mgm. EDW","JOB EWCLVFT1 (EWPLATVTODWH01.0005.02151800.JCLI) ENDED IN ERROR JCLI tiludv"
"922","F161 Sys. Mgm. EDW","JOB EWCSFR08 (EWPSACFR08.0015.02161805.S04E) ENDED IN ERROR S04E tiludv"
"923","F161 Sys. Mgm. EDW","JOB EGC24001 (EGPKTOSALDO.0031.02171800.JCL) ENDED IN ERROR JCL tiludv"
"924","F161 Sys. Mgm. EDW","JOB EWCSLK13 (EWPSAKLK13.0010.02171800.1723) ENDED IN ERROR 1723 tiludv"
"925","F162 Sys. Mgm. Quality Assurance","JOB QWCFES11 (QWPFEG10W.0050.02130600.JCL) ENDED IN ERROR JCL tiludv"
"926","F161 Sys. Mgm. EDW","JOB EWCLIFT1 (EWPLITHTODWH01.0005.02171800.0166) ENDED IN ERROR 0166"
"927","F161 Sys. Mgm. EDW","JOB EWCSVE01 (EWPSAKVE01.0010.02191800.1008) ENDED IN ERROR 1008 tiludv"
"928","F161 Sys. Mgm. EDW","JOB EWCSKK07 (EWPSAKKK07.0005.02201800.S04E) ENDED IN ERROR S04E tiludv"
"929","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFSAM3 (ZWCDGFACZPA.0110.02200600.0113) ENDED IN ERROR 0113 tiludv"
"930","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFSAM3 (ZWCDGFACZPA.0110.02200600.0113) ENDED IN ERROR 0113"
"931","F161 Sys. Mgm. EDW","JOB EWCSRH11 (EWPSAKRH11.0010.02211800.1009) ENDED IN ERROR 1009 tiludv"
"932","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCETV2F (ZWCULFACTSIZP7.0246.02200600.0012) ENDED IN ERROR 0012 tiludv"
"933","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVC05 (ZWCDGFACTSIPMSWE.0010.02200600.0012) ENDED IN ERROR 0012 tiludv"
"934","F161 Sys. Mgm. EDW","JOB DUCUNL0W (DUCUNL0WZPA.0005.02240600.0012) ENDED IN ERROR 0012 tiludv"
"935","F161 Sys. Mgm. EDW","JOB EWCCLGD1 (EWPACCLEANUP.0005.02220600.S04E) ENDED IN ERROR S04E tiludv"
"936","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCCOE10 (ZWCCOLEXPO.0010.02250600.JCL) ENDED IN ERROR JCL tiludv"
"937","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVN61 (ZWCDGFAKORZPA.0082.02200600.U005) ENDED IN ERROR U005 tiludv"
"938","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCCOE60 (ZWCCOLEXPO.0035.02250600.0199) ENDED IN ERROR 0199 tiludv"
"939","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOMB1 (ZWCDGKUNDEZPA.0054.02270600.0014) ENDED IN ERROR 0014 tiludv"
"940","F161 Sys. Mgm. EDW","JOB EWCRAC18 (EWPSACAC18.0010.02291800.1613) ENDED IN ERROR 1613 tiludv"
"941","F161 Sys. Mgm. EDW","JOB EWCSCT01 (EWPSAKCAALL.0010.02291800.1381) ENDED IN ERROR 1381 tiludv"
"942","F161 Sys. Mgm. EDW","JOB EWC73209 (EWC73000ZPANY.0083.02291800.0012) ENDED IN ERROR 0012 tiludv"
"943","F162 Sys. Mgm. Quality Assurance","JOB QWCQNL33 (EWPSAKNL33.0005.02291800.1020) ENDED IN ERROR 1020 tiludv"
"944","F161 Sys. Mgm. EDW","JOB EWCSRH11 (EWPSAKRH11.0010.02281800.1008) ENDED IN ERROR 1008 tiludv"
"945","F162 Sys. Mgm. Quality Assurance","JOB QWCODGFO (QWCODGFOZPA.0005.03010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"946","F161 Sys. Mgm. EDW","JOB EGC20101 (EGC20100ZPA.0005.03011800.0012) ENDED IN ERROR 0012 tiludv"
"947","F161 Sys. Mgm. EDW","JOB EGC20105 (EGC20100ZPA.0025.03011800.0012) ENDED IN ERROR 0012 tiludv"
"948","F161 Sys. Mgm. EDW","JOB EGC20102 (EGC20100ZPA.0010.03011800.0012) ENDED IN ERROR 0012 tiludv"
"949","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLIA68 (ZWCINDFTILG2.0120.03010600.0004) ENDED IN ERROR 0004 tiludv"
"950","F161 Sys. Mgm. EDW","JOB EWCFMY04 (EWPCPYMY04.0005.02261800.U0A0) ENDED IN ERROR U0A0 tiludv"
"951","F161 Sys. Mgm. EDW","JOB EGD270LL (RSPTRADE27FBD.0051.03021800.0004) ENDED IN ERROR 0004 tiludv"
"952","F161 Sys. Mgm. EDW","JOB EWCSCT01 (EWPSAKCAALL.0010.02291800.1706) ENDED IN ERROR 1706 tiludv"
"953","F161 Sys. Mgm. EDW","JOB DUCNSP0S (DUCNSP0SZPA.0005.03030600.1000) ENDED IN ERROR 1000"
"954","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWL2A (ZWCULFACTCRDV2.0191.03040600.0008) ENDED IN ERROR 0008 tiludv"
"955","F162 Sys. Mgm. Quality Assurance","JOB QWCQLK19 (EWPSAKLK19.0005.03031800.U005) ENDED IN ERROR U005 tiludv"
"956","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKN61 (ZWCULFAK1ZPA.0032.03040600.0002) ENDED IN ERROR 0002 tiludv"
"957","F161 Sys. Mgm. EDW","JOB EWCLIFT2 (EWPLITHTODWH02.0005.03040600.0166) ENDED IN ERROR 0166 tiludv"
"958","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLGF04 (ZWPDGLGDRD.0025.03040600.0012) ENDED IN ERROR 0012 tiludv"
"959","F162 Sys. Mgm. Quality Assurance","JOB QWCONLIN (QWPENDTOEND.0100.03040600.JCL) ENDED IN ERROR JCL tiludv"
"960","F161 Sys. Mgm. EDW","JOB EWCSRW76 (EWPSAKRW76.0010.03040600.1009) ENDED IN ERROR 1009 tiludv"
"961","F163 Sys. Mgm. EDW Infrastructure","JOB LKCTLG08 (LKPRWADA07M32FI.0015.03041447.0008) ENDED IN ERROR 0008 tiludv"
"962","F161 Sys. Mgm. EDW","JOB EWCSDU00 (EWPSAKDU00.0010.03041800.S04E) ENDED IN ERROR S04E tiludv"
"963","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRW40A (ZWPADHOCNONCM.0090.03070700.U3E7) ENDED IN ERROR U3E7 tiludv"
"964","F161 Sys. Mgm. EDW","JOB EWCFMY04 (EWPCPYMY04.0005.03071800.JCLI) ENDED IN ERROR JCLI tiludv"
"965","F161 Sys. Mgm. EDW","JOB EWCSIK01 (EWPSAKIK01NY.0010.03091800.JCLI) ENDED IN ERROR JCLI tiludv"
"966","F161 Sys. Mgm. EDW","JOB EWCSIK01 (EWPSAKIK01NY.0010.03091800.JCL) ENDED IN ERROR JCL tiludv"
"967","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFKT56 (ZWPULFAKOR0BDEX.0034.03100600.0012) ENDED IN ERROR 0012 tiludv"
"968","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWL2A (ZWCULFACTCRDV2.0191.03100601.0008) ENDED IN ERROR 0008 tiludv"
"969","F161 Sys. Mgm. EDW","JOB EWCSVD01 (EWPSAKVD01.0010.03101800.JCLI) ENDED IN ERROR JCLI tiludv"
"970","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLGF04 (ZWPDGLGDRD.0025.03100600.0012) ENDED IN ERROR 0012 tiludv"
"971","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVK03 (ZWCDGFAKORZPA.0135.03120600.0012) ENDED IN ERROR 0012 tiludv"
"972","F161 Sys. Mgm. EDW","JOB EWCKOMP1 (EWPCPYMY05.0003.02261800.JCLI) ENDED IN ERROR JCLI tiludv"
"973","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLOAO2 (ZWPDGORG.0120.03150600.0001) ENDED IN ERROR 0001 tiludv"
"974","F161 Sys. Mgm. EDW","JOB EWCFMY05 (EWPCPYMY05.0005.02261800.JCLI) ENDED IN ERROR JCLI tiludv"
"975","F161 Sys. Mgm. EDW","JOB EWCFMY05 (EWPCPYMY05.0005.02261800.2424) ENDED IN ERROR 2424 tiludv"
"976","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFTABC (ZWCDGFACZPA.0060.03160600.0012) ENDED IN ERROR 0012"
"977","F161 Sys. Mgm. EDW","JOB EWCFMY05 (EWPCPYMY05.0005.02291800.JCL) ENDED IN ERROR JCL tiludv"
"978","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDFT15 (ZWCINDEFDEF.0020.03170600.U02E) ENDED IN ERROR U02E tiludv"
"979","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDFT15 (ZWCINDEFDEF.0020.03170600.JCL) ENDED IN ERROR JCL tiludv"
"980","F161 Sys. Mgm. EDW","JOB EWCKOMP1 (EWPCPYMY05.0003.02291801.0008) ENDED IN ERROR 0008 tiludv"
"981","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFTABC (ZWCDGFACZPA.0060.03190600.0012) ENDED IN ERROR 0012 tiludv"
"982","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.03190600.JCL) ENDED IN ERROR JCL tiludv"
"983","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.03190600.U053) ENDED IN ERROR U053 tiludv"
"984","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEUC03 (ZWPULFAKSIPMCON.0010.01130700.0012) ENDED IN ERROR 0012 tiludv"
"985","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFFORR (ZWCDGFACZPA.0130.03230600.0002) ENDED IN ERROR 0002 tiludv"
"986","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCAX017 (ZWPELCOSTMAN.0090.03250600.1954) ENDED IN ERROR 1954 tiludv"
"987","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOMB1 (ZWCDGKUNDEZPA.0054.03260600.0014) ENDED IN ERROR 0014 tiludv"
"988","F161 Sys. Mgm. EDW","JOB EWCRRW11 (EWPSACRW11.0010.03251800.1009) ENDED IN ERROR 1009 tiludv"
"989","F162 Sys. Mgm. Quality Assurance","JOB QWCFODGK (QWPFKRSK.0030.03260600.U3E7) ENDED IN ERROR U3E7 tiludv"
"990","F161 Sys. Mgm. EDW","JOB EWCFTPT1 (EWPTOPDANMARKUGE.0003.03280600.0166) ENDED IN ERROR 0166 tiludv"
"991","F162 Sys. Mgm. Quality Assurance","JOB QWCYKK01 (EWPCPYKK01.0005.03251800.JCL) ENDED IN ERROR JCL tiludv"
"992","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVC04 (ZWCDGFACTSIPMMFI.0010.03260600.0012) ENDED IN ERROR 0012 tiludv"
"993","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFGKR4 (ZWCULFACTZPA.0047.04010600.0012) ENDED IN ERROR 0012 tiludv"
"994","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDFT15 (ZWCINDEFDEF.0020.04010600.U02E) ENDED IN ERROR U02E tiludv"
"995","F161 Sys. Mgm. EDW","JOB EWCSEW47 (EWPSAKEW47.0010.04011800.1008) ENDED IN ERROR 1008 tiludv"
"996","F161 Sys. Mgm. EDW","JOB EWCSH900 (EWPKONCERNHENVIS.0170.03301800.1008) ENDED IN ERROR 1008 tiludv"
"997","F161 Sys. Mgm. EDW","JOB EWCSH800 (EWPKONCERNHENVIS.0150.03301800.1008) ENDED IN ERROR 1008 tiludv"
"998","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFFORR (ZWCDGFACZPA.0130.04010600.0002) ENDED IN ERROR 0002 tiludv"
"999","F161 Sys. Mgm. EDW","JOB EWCSH900 (EWPKONCERNHENVIS.0170.03311800.1008) ENDED IN ERROR 1008 tiludv"
"1000","F162 Sys. Mgm. Quality Assurance","JOB QWCQLN00 (EWPSAKLN00.0005.04021800.1020) ENDED IN ERROR 1020 tiludv"
"1001","F161 Sys. Mgm. EDW","JOB EGC21D30 (EGP21000DAGLIG.0070.04011800.0012) ENDED IN ERROR 0012 tiludv"
"1002","F161 Sys. Mgm. EDW","JOB EGC21D10 (EGP21000DAGLIG.0050.04011800.0012) ENDED IN ERROR 0012 tiludv"
"1003","F161 Sys. Mgm. EDW","JOB EGC21D28 (EGP21000DAGLIG.0068.04011800.0012) ENDED IN ERROR 0012 tiludv"
"1004","F161 Sys. Mgm. EDW","JOB EGC21D05 (EGP21000DAGLIG.0045.04011800.0012) ENDED IN ERROR 0012 tiludv"
"1005","F161 Sys. Mgm. EDW","JOB EGC21D19 (EGP21000DAGLIG.0059.04011800.0012) ENDED IN ERROR 0012 tiludv"
"1006","F161 Sys. Mgm. EDW","JOB EGC21D09 (EGP21000DAGLIG.0049.04011800.0012) ENDED IN ERROR 0012 tiludv"
"1007","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEULG1 (ZWPULFAKSIDU.0141.04010600.0008) ENDED IN ERROR 0008 tiludv"
"1008","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWL2A (ZWCULFACTCRDV2.0191.04010600.0008) ENDED IN ERROR 0008 tiludv"
"1009","F162 Sys. Mgm. Quality Assurance","JOB QWCF0007 (QWPENDTOEND.0025.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1010","F162 Sys. Mgm. Quality Assurance","JOB QWCF0002 (QWPF0002ZPAOD.0040.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1011","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLIA68 (ZWCINDFTILG2.0120.04010600.0004) ENDED IN ERROR 0004 tiludv"
"1012","F162 Sys. Mgm. Quality Assurance","JOB QWCFPD23 (QWPFPD01ZPA.0027.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1013","F162 Sys. Mgm. Quality Assurance","JOB QWCFPD21 (QWPFPD01ZPA.0025.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1014","F162 Sys. Mgm. Quality Assurance","JOB QWCFPD11 (QWPFPD01ZPA.0015.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1015","F162 Sys. Mgm. Quality Assurance","JOB QWCFPD27 (QWPFPD01ZPA.0031.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1016","F162 Sys. Mgm. Quality Assurance","JOB QWCFPD30 (QWPFPD01ZPA.0034.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1017","F162 Sys. Mgm. Quality Assurance","JOB QWCFPD24 (QWPFPD01ZPA.0028.04010600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1018","F162 Sys. Mgm. Quality Assurance","JOB QWCFKRSK (QWPFKRSK.0010.04010600.U3E6) ENDED IN ERROR U3E6 tiludv"
"1019","F162 Sys. Mgm. Quality Assurance","JOB QWCFEH10 (QWPFEG10W.0005.04020600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1020","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRWL2A (ZWCULFACTCRDV2.0191.04060600.0008) ENDED IN ERROR 0008 tiludv"
"1021","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPK24 (ZWCULFAKNPV.0020.04060600.0012) ENDED IN ERROR 0012 tiludv"
"1022","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFPK28 (ZWCULFAKNPV.0040.04060600.0012) ENDED IN ERROR 0012 tiludv"
"1023","F161 Sys. Mgm. EDW","JOB EGD200LO (RHC63300ZPA.0075.04051800.S04E) ENDED IN ERROR S04E tiludv"
"1024","F161 Sys. Mgm. EDW","JOB DUCNSP6I (DUCNSP6IZPA.0005.04060600.1000) ENDED IN ERROR 1000"
"1025","F162 Sys. Mgm. Quality Assurance","JOB QWCF0200 (QWPENDTOEND.0060.04060600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1026","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFVDF1 (ZWCDGFAKORZPA.0062.04090600.0012) ENDED IN ERROR 0012 tiludv"
"1027","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFTA15 (ZWCDGFACZPA.0238.04090600.JCL) ENDED IN ERROR JCL"
"1028","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKRE01 (ZWCDGKUNDEZPA.0195.04090600.0008) ENDED IN ERROR 0008 tiludv"
"1029","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLEGB1 (ZWCLEGALUNIT.0015.04090600.1000) ENDED IN ERROR 1000 tiludv"
"1030","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCSCY2K (ZWCDGKUNDEZPA.0249.04090600.0012) ENDED IN ERROR 0012 tiludv"
"1031","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCUNL02 (ZWCDGSASTILG2.0155.04090600.0012) ENDED IN ERROR 0012 tiludv"
"1032","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCDCE21 (ZWCELDCAM.0115.04090600.0012) ENDED IN ERROR 0012 tiludv"
"1033","F161 Sys. Mgm. EDW","JOB EWCSMY05 (EWPSAKMY05.0010.04101800.0012) ENDED IN ERROR 0012"
"1034","F162 Sys. Mgm. Quality Assurance","JOB QWCF0002 (QWPF0002ZPAOD.0040.04110600.U3E6) ENDED IN ERROR U3E6 tiludv"
"1035","F161 Sys. Mgm. EDW","PROGRAM=QWRAP057,ABENDCODE=AKC3     T"
"1036","F162 Sys. Mgm. Quality Assurance","JOB QWCF0007 (QWPENDTOEND.0025.04110600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1037","F162 Sys. Mgm. Quality Assurance","JOB QWCF0315 (QWPF0300.0020.04060600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1038","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLOA22 (ZWCDGTEMP.0010.04090601.S04E) ENDED IN ERROR S04E tiludv"
"1039","F162 Sys. Mgm. Quality Assurance","JOB QWCFACIL (QWPF0002ZPAOD.0045.04110600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1040","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKREG2 (ZWCDGKUNDEZPA.0225.04130600.0012) ENDED IN ERROR 0012 tiludv"
"1041","F162 Sys. Mgm. Quality Assurance","JOB QWCQZW06 (EWPSAKZW06.0005.04130800.1020) ENDED IN ERROR 1020 tiludv"
"1042","F162 Sys. Mgm. Quality Assurance","JOB QWCF0210 (QWPENDTOEND.0095.04110600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1043","F162 Sys. Mgm. Quality Assurance","JOB QWCF0320 (QWPF0300.0025.04110600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1044","F161 Sys. Mgm. EDW","JOB BYC80652 (BYPBYC80651.0005.04131342.U01B) ENDED IN ERROR U01B tiludv"
"1045","F162 Sys. Mgm. Quality Assurance","JOB QWCF0330 (QWPF0300.0030.04110600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1046","F162 Sys. Mgm. Quality Assurance","JOB QWCF0210 (QWPENDTOEND.0095.04120600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1047","F162 Sys. Mgm. Quality Assurance","JOB QWCFEH11 (QWPFEG10W.0010.04090600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1048","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVLG1 (ZWCDGFACTSIDU.0071.04160600.0008) ENDED IN ERROR 0008 tiludv"
"1049","F161 Sys. Mgm. EDW","JOB EGD200LO (RHC63300ZPA.0075.04151800.S04E) ENDED IN ERROR S04E tiludv"
"1050","F162 Sys. Mgm. Quality Assurance","JOB QWCFODGK (QWPFKRSK.0030.04160600.U3E7) ENDED IN ERROR U3E7 tiludv"
"1051","F162 Sys. Mgm. Quality Assurance","JOB DUCLOI10 (DUCLOI10ZPA.0005.04190600.0012) ENDED IN ERROR 0012 tiludv"
"1052","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCLIA59 (ZWCINDFTILG2.0045.04190600.U02E) ENDED IN ERROR U02E tiludv"
"1053","F161 Sys. Mgm. EDW","JOB EWCSVD12 (EWPSAKVD12.0010.04191800.1008) ENDED IN ERROR 1008 tiludv"
"1054","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFFORR (ZWCDGFACZPA.0130.04200600.0002) ENDED IN ERROR 0002 tiludv"
"1055","F161 Sys. Mgm. EDW","JOB EWCSEJ04 (EWPSAKEJALL.0040.04201800.JCL) ENDED IN ERROR JCL tiludv"
"1056","F161 Sys. Mgm. EDW","JOB EWCSMY05 (EWPSAKMY05.0010.04211800.JCLI) ENDED IN ERROR JCLI tiludv"
"1057","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.04200600.JCL) ENDED IN ERROR JCL tiludv"
"1058","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCEVLG1 (ZWCDGFACTSIDU.0071.04230600.0008) ENDED IN ERROR 0008 tiludv"
"1059","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOMB1 (ZWCDGKUNDEZPA.0054.04230600.0014) ENDED IN ERROR 0014 tiludv"
"1060","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCFRE01 (ZWCDGFACZPA.0122.04230600.JCL) ENDED IN ERROR JCL tiludv"
"1061","F162 Sys. Mgm. Quality Assurance","JOB QWCARH01 (QWPCILRH01.0015.04211800.1000) ENDED IN ERROR 1000 tiludv"
"1062","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCETV2F (ZWCULFACTSIZP7.0246.04230600.0012) ENDED IN ERROR 0012 tiludv"
"1063","F161 Sys. Mgm. EDW","JOB EWCSRFKO (EWPSAKBYRF0.0002.04191800.JCL) ENDED IN ERROR JCL tiludv"
"1064","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCKOMB1 (ZWCDGKUNDEZPA.0054.04270600.0014) ENDED IN ERROR 0014 tiludv"
"1065","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCRFS50 (ZWCDGSASTILG2.0095.04270600.0016) ENDED IN ERROR 0016"
"1066","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCUPDST (ZWCDGTEMP.0010.04280600.OJCV) ENDED IN ERROR OJCV tiludv"
"1067","F163 Sys. Mgm. EDW Infrastructure","JOB ZWCUPDST (ZWCDGTEMP.0010.04280600.JCL) ENDED IN ERROR JCL tiludv"
"1068","F161 Sys. Mgm. EDW","JOB EWCSJO02 (EWPSAKJO02.0010.04281800.1008) ENDED IN ERROR 1008 tiludv"
